Number,Permit #,Permit Type Description,Permit Subtype Description,Parcel,Date Entered,Date,Date Issued,ConstructionCost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,IVR Tracking,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y
434,T2022007092,Building Residential - New,Single Family Residence,12810011700,2/1/2022 6:00:00 AM,2/1/2022 ,,476211,630 HICKS RD,NASHVILLE,TN,SITE ONE STACY SQUARE SEC 3,"BLUEGRASS CONSTRUCTION GROUP, LLC",CARN,CAA01R301,4086141,"To construct single family residence with 3690 SF of living space, and 597 SF of garage.  120' min front s/b; 10' min side s/b; 20' min rear s/b.  max allowed height is 45' three floors max.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",22,-86.93768259,36.08884982,434,37221,-9677858.557,4312853.867
435,T2022007163,Building Residential - Rehab,Single Family Residence,600009900,2/2/2022 6:00:00 AM,2/2/2022 ,,149980,2222 BAKER RD,GOODLETTSVILLE,TN,W/S BAKER ROAD N OF FREEMAN ROAD,STELLAN EOIN BUILDERS LLC,CARR,CAA01R301,4086224,"Rebuild roof system on entire home and build addition above existing livingroom area and in rear(change of footprint), per attached drawings.",10,-86.7596174,36.36857115,435,37072,-9658036.43,4351455.429
436,T2022007098,Building Residential - New,"Accessory Structure, Carport",8310029700,2/1/2022 6:00:00 AM,2/1/2022 ,,10626,1702 B FORREST AVE,NASHVILLE,TN,PT OF LOT 79 LOCKLAND,CITY LIMITS CONSTRUCTION,CARN,CAA14U004,4086147,"TO CONSTRUCT 440SF GARAGE-PORT (CARPORT) TO REAR OF PROPOSED DWELLING. MUST COMPLY WITH APPROVED HISTORIC PERMIT ***PURSUANT TO ORDINANCE NO 2008-1263 OF THE METROPOLITAN CODE OF LAWS, I, HOLDER OF THIS PERMIT, HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. FURTHER, I CERTIFY THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE. FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED. ***MHZC MUST REVIEW APPLICATION.  NOT TO BE USED FOR LIVING OR COMMERCIAL PURPOSES.",6,-86.73921801,36.17781125,436,37206,-9655765.581,4325115.59
437,T2022007224,Building Commercial - Rehab,"General Office, Professional Services",10510018300,2/2/2022 6:00:00 AM,2/2/2022 ,,0,2019 8TH AVE S,NASHVILLE,TN,N W CORNER 8TH AVE S & DOUGLAS AVE IN DOUGLAS PLACE SUB,JUDD CHAPMAN,CACR,CAD02B016,4086303,"Erect and install new restrooms, a new exit door and a storage room in a current shell  space. The occupancy is being updated to Assembly/ Exhibit Gallery. Restroom and  egress calculations have been included. HVAC and electrical upgrades will be filed  under a separate application.  POC JUDD CHAPMAN",17,-86.77934151,36.13203498,437,37204,-9660232.108,4318804.424
438,T2022007282,Building Residential - New,Single Family Residence,061070D00300CO,2/2/2022 6:00:00 AM,2/2/2022 ,,0,807 C GWYNN DR,NASHVILLE,TN,UNIT C HOMES AT 807 GWYNN DRIVE,"Legacy South Builders, LLC",CARN,CAA01R301,4086379,"To construct single family residence with 2,343 Sq. Ft. of living area, 160 Sq. Ft. of porch area, 440 Sq. Ft. of garage area.",8,-86.73045392,36.22882609,438,37216,-9654789.967,4332153.342
439,T2022007405,Building Residential - Rehab,Single Family Residence,9311017000,2/2/2022 6:00:00 AM,2/2/2022 ,,0,101 LEA AVE,NASHVILLE,TN,PT LOTS 24-25-26 RUTLEDGE,DREAMINC,CARR,CAA01R301,4086381,THIS IS ACTUALLY A COMMERCIAL BUILDING,19,-86.77011495,36.15581941,439,37210,-9659205.012,4322083.119
440,T2022007473,Building Residential - New,Single Family Residence,9113008300,2/2/2022 6:00:00 AM,2/2/2022 ,,2257,511 EASTBORO DR,NASHVILLE,TN,LOT 37 E T BROWN,L & S CONSTRUCTION SERVICES,CARN,CAA01R301,4086661,to build 2 new homes,20,-86.86793791,36.15143449,440,37209,-9670094.614,4321478.581
441,T2022007477,Building Residential - New,Single Family Residence,9113008300,2/2/2022 6:00:00 AM,2/2/2022 ,,2256,511 EASTBORO DR,NASHVILLE,TN,LOT 37 E T BROWN,L & S CONSTRUCTION SERVICES,CARN,CAA01R301,4086688,to build 2 new homes,20,-86.86793791,36.15143449,441,37209,-9670094.614,4321478.581
442,T2022007560,Building Tree Removal Permit,Tree Removal Permit,9100001800,2/3/2022 6:00:00 AM,2/3/2022 ,,10,4000 DR WALTER S DAVIS BLVD,NASHVILLE,TN,LOT 1 NATIONS DEVELOPMENT,"THORNE'S EXCAVATING CO , LLC",CATR,CATREE,4086808,,21,-86.83765008,36.16529189,442,37209,-9666722.989,4323389.182
443,T2022007563,Building Tree Removal Permit,Tree Removal Permit,10208011800,2/3/2022 6:00:00 AM,2/3/2022 ,,5000,6538 CHARLOTTE PIKE,NASHVILLE,TN,LOT 2 CHARLOTTE CENTER,"101 Construction Managment, LLC",CATR,CATREE,4086811,Removal of 4 crabapple trees,20,-86.88060056,36.13958281,443,37209,-9671504.214,4319844.788
444,T2022007271,Building Residential - New,Single Family Residence,061070D00200CO,2/2/2022 6:00:00 AM,2/2/2022 ,,0,807 B GWYNN DR,NASHVILLE,TN,UNIT B HOMES AT 807 GWYNN DRIVE,"Legacy South Builders, LLC",CARN,CAA01R301,4086370,"To construct single family residence with 2,328 Sq. Ft. of living area, 222 Sq. Ft. of porch area, and 440 Sq. Ft. of garage area. ",8,-86.7311928,36.22869864,444,37216,-9654872.218,4332135.754
445,T2022007701,Building Residential - Roofing / Siding,"Multifamily, Apt / Twnhome > 5 Unit Bldg",14711013600,2/3/2022 6:00:00 AM,2/3/2022 ,,33233,600 WHISPERING HILLS DR,NASHVILLE,TN,E/S OF WHISPERING HILLS DRIVE N/S OF LEEANNE DRIVE,ATLANTA'S RELIABLE ROOFING CO,CARK,CAA03R399,4087051,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES (Bldg C). INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES WITH A PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA,26,-86.7297636,36.06943964,445,37211,-9654713.121,4310180.371
446,T2022007706,Building Residential - Roofing / Siding,"Multifamily, Apt / Twnhome > 5 Unit Bldg",14711013600,2/3/2022 6:00:00 AM,2/3/2022 ,,38391,600 WHISPERING HILLS DR,NASHVILLE,TN,E/S OF WHISPERING HILLS DRIVE N/S OF LEEANNE DRIVE,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R399,4087081,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK AND PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA (BLDG H),26,-86.7297636,36.06943964,446,37211,-9654713.121,4310180.371
447,T2022007264,Building Residential - New,Single Family Residence,061070D00100CO,2/2/2022 6:00:00 AM,2/2/2022 ,,0,807 A GWYNN DR,NASHVILLE,TN,UNIT A HOMES AT 807 GWYNN DRIVE,"Legacy South Builders, LLC",CARN,CAA01R301,4086361,"To construct Single Family Residence with 2,392 Sq. Ft. of living area, 183 Sq. Ft. of porch area, and 440 Sq. Ft. of garage area. ",8,-86.7311928,36.22869864,447,37216,-9654872.218,4332135.754
448,T2022007288,Building Residential - New,Single Family Residence,061070D00400CO,2/2/2022 6:00:00 AM,2/2/2022 ,,0,807 D GWYNN DR,NASHVILLE,TN,UNIT D HOMES AT 807 GWYNN DRIVE,"Legacy South Builders, LLC",CARN,CAA01R301,4086386,"To construct single family residence with 2,330 Sq. Ft. of living area, 148 Sq. Ft. of porch area, and 440 Sq. Ft. of garage area. ",8,-86.7311928,36.22869864,448,37216,-9654872.218,4332135.754
449,T2022007709,Building Residential - Roofing / Siding,"Multifamily, Apt / Twnhome > 5 Unit Bldg",14711013600,2/3/2022 6:00:00 AM,2/3/2022 ,,33233,600 WHISPERING HILLS DR,NASHVILLE,TN,E/S OF WHISPERING HILLS DRIVE N/S OF LEEANNE DRIVE,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R399,4087086,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK WITH A PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA (BLDG M,26,-86.7297636,36.06943964,449,37211,-9654713.121,4310180.371
450,T2022007690,Building Residential - New,"Accessory Structure, Garage",9206012400,2/3/2022 6:00:00 AM,2/3/2022 ,,25358,2703 B2 MORENA ST,NASHVILLE,TN,LOT 347 BLK 20 HEFFERMAN PLACE,Hanna Eraga,CARN,CAA14U009,4087053,"Construct a 21' x 25', 525 SF single story garage. Minimum side setback 5'. Not to be in any easement. POC: Hanna Eraga.  Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit.  No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.  Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",21,-86.81799129,36.16300808,450,37208,-9664534.582,4323074.276
451,T2022007711,Building Residential - Roofing / Siding,"Multifamily, Apt / Twnhome > 5 Unit Bldg",14711003000,2/3/2022 6:00:00 AM,2/3/2022 ,,38391,526 NORTHCREST DR,NASHVILLE,TN,W SIDE COTTON LANE N OF NORTHCREST DR,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R399,4087091,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK WITH PEEL N STICK BASE AND CAP SHEET ON CANOPY AREA (BLDG P),26,-86.72668323,36.06802617,451,37211,-9654370.215,4309985.71
452,T2022007712,Building Residential - Roofing / Siding,"Multifamily, Apt / Twnhome > 5 Unit Bldg",14711003000,2/3/2022 6:00:00 AM,2/3/2022 ,,38391,526 NORTHCREST DR,NASHVILLE,TN,W SIDE COTTON LANE N OF NORTHCREST DR,ATLANTA'S RELIABLE ROOFING,CARK,CAA03R399,4087095,REROOF - TO REMOVE AND REPLACE ROOF SHINGLES.  INSTALLING CERTAINTEED ARCHITECTURAL SHINGLES IN BLACK WITH PEEL N STIC BASE AND CAP SHEET ON CANOPY AREA (BLDG R),26,-86.72668323,36.06802617,452,37211,-9654370.215,4309985.71
453,T2022007758,Building Residential - Addition,Single Family Residence,8207021304,2/3/2022 6:00:00 AM,2/3/2022 ,,135425,610 B N 2ND ST,NASHVILLE,TN,LOT 81 HARRIS ADDN,MODERN BUILDERS LLC,CARA,CAA01R301,4087178,"Construct a DADU. To be reviewed by Planning. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.    Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",5,-86.77203911,36.18216444,453,37207,-9659419.209,4325715.955
454,T2022007783,Building Residential - Addition,"Accessory Structure, Garage",13210006400,2/3/2022 6:00:00 AM,2/3/2022 ,,0,4432 CURTISWOOD CIR,NASHVILLE,TN,LOT 1 (TRACT NO. 1 & TRACT NO. 2) MARY JEAN HAMILTON PROPERTY,The Covered patio,CARA,CAA14U009,4087202,12x24 shed style roof attached to existing house to cover over the existing patio.,25,-86.77874903,36.0887369,454,37204,-9660166.154,4312838.312
455,T2022007949,Building Commercial - Rehab,"Multifamily, Tri-Plex, Quad, Apartments",9313058200,2/4/2022 6:00:00 AM,2/4/2022 ,,0,1505 DEMONBREUN ST,NASHVILLE,TN,LOT 2 LIONSTONE MUSIC CIR LOT 2 REV,caffey lochlin,CACR,CAA03R398,4087440,"Perform exterior repairs to building facade including re-fastening of exterior siding, caulking, painting, and flashing repairs.     Exterior materials, finishes and colors will remain the same.   POC caffey lochlin",19,-86.78971982,36.1527588,455,37203,-9661387.417,4321661.157
456,T2022007959,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",13312025500,2/4/2022 6:00:00 AM,2/4/2022 ,,5000,3825 SCOTWOOD DR,NASHVILLE,TN,LOT 143 REV LOT 143 GREENWOOD HILLS SEC 3,"REYES, EMERITA",CARN,CAA14U011,4087459,[dimensions] SHED TO BE LOCATED TO REAR OF EXISTING SINGLE FAMILY RESIDENCE… …5’ MINIMUM SIDE… …20’ MINIMUM REAR SETBACK… …MAXIMUM HEIGHT 16’ TO PEAK… …NOT TO BE USED AS LIVING SPACE… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …,30,-86.71533887,36.09189013,456,37211,-9653107.367,4313272.69
457,T2022008005,Building Residential - New,Single Family Residence,061070D00300CO,2/4/2022 6:00:00 AM,2/4/2022 ,,0,807 C GWYNN DR,NASHVILLE,TN,UNIT C HOMES AT 807 GWYNN DRIVE,"Legacy South Builders, LLC",CARN,CAA01R301,4087518,"To construct single family residence with 2,343 sq. ft. of living area, 160 sq. ft. of porch area, and 440 sq. ft. of garage area. ",8,-86.73045392,36.22882609,457,37216,-9654789.967,4332153.342
458,T2022008029,Building Demolition Permit,Demolition Permit - Residential,7116022300,2/4/2022 6:00:00 AM,2/4/2022 ,,65000,1213 N 6TH ST,NASHVILLE,TN,LOT 174 PT 175 OAKWOOD PARK,ACE DEVELOPERS AND IMPORTERS,CADM,CAZ01A001,4087542,"REJECTED: CADM FOR COMPLETE DEMO ONLY. MUST RESUBMIT CARR (RESIDENTIAL) OR CACR (COMMERCIAL) PERMIT TYPE FOR PARTIAL OR INTERIOR DEMO. THIS APP TO BE CANCELED.    ONE STOREY BUILDING REQUIRES DEMOLITION OF SOME OF THE INTERIOR WALLS; KITCHEN AND BATHROOM COUNTER S REPLACEMENTS OF PLUMBING FICTURES AS NEEDED.PREPARE TO BUILD NEW WALLS  FOR CEILING, LIGHTING. ETC HEATING SYSTEM AND  HOT WATER SYSTEM. TOTAL COST IS ABOUT $75,000.00",5,-86.76030747,36.19329945,458,37207,-9658113.249,4327251.78
459,T2022008037,Building Residential - New,Duplex,9204017300,2/5/2022 6:00:00 AM,2/5/2022 ,,2324,1215 A IRELAND ST,NASHVILLE,TN,LOTS 98 & 99 HARDING PLAN,ART BUILDING INC,CARN,CAA02R302,4087551,"REJECTED: MASTER PERMIT MUST BE ISSUED AND UNIT PARCELS MUST BE CREATED PRIOR TO INITIATING PERMIT APPLICATION. THIS APP TO BE CANCELED, RESUBMIT NEW APPLICATION AFTER MASTER PERMIT IS ISSUED AND UNIT PARCELS CREATED.    The parent parcel number is 09204017300, is zone code OV-UZO, contains 17,470 SF. The current application is for developing Unit A of proposed horizontal property line regime with 2,324 Square Feet of living area, 385 SF attached garage, 30 SF of front porch area. 20’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",19,-86.79800718,36.16745193,459,37208,-9662309.961,4323687.03
460,T2022008038,Building Residential - New,Duplex,9204017300,2/5/2022 6:00:00 AM,2/5/2022 ,,2324,1215 B IRELAND ST,NASHVILLE,TN,LOTS 98 & 99 HARDING PLAN,ART BUILDING INC,CARN,CAA02R302,4087552,"REJECTED: MASTER PERMIT MUST BE ISSUED AND UNIT PARCELS MUST BE CREATED PRIOR TO INITIATING PERMIT APPLICATION. THIS APP TO BE CANCELED, RESUBMIT NEW APPLICATION AFTER MASTER PERMIT IS ISSUED AND UNIT PARCELS CREATED.    The parent parcel number is 09204017300, is zone code OV-UZO, contains 17,470 SF. The current application is for developing Unit B of proposed horizontal property line regime with 2,324 Square Feet of living area, 385 SF attached garage, 30 SF of front porch area. 20’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",19,-86.7979599,36.1673855,460,37208,-9662304.698,4323677.869
461,T2022008039,Building Residential - New,Duplex,9204017300,2/5/2022 6:00:00 AM,2/5/2022 ,,2324,1215 C IRELAND ST,NASHVILLE,TN,LOTS 98 & 99 HARDING PLAN,ART BUILDING INC,CARN,CAA02R302,4087553,"REJECTED: MASTER PERMIT MUST BE ISSUED AND UNIT PARCELS MUST BE CREATED PRIOR TO INITIATING PERMIT APPLICATION. THIS APP TO BE CANCELED, RESUBMIT NEW APPLICATION AFTER MASTER PERMIT IS ISSUED AND UNIT PARCELS CREATED.    The parent parcel number is 09204017300, is zone code OV-UZO, contains 17,470 SF. The current application is for developing Unit C of proposed horizontal property line regime with 2,324 Square Feet of living area, 385 SF attached garage, 30 SF of front porch area. 20’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",19,-86.79791965,36.16732303,461,37208,-9662300.217,4323669.255
